"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id";"floor";"building_name";"section_number";"section_floors_count"
"Республики 205";"https://tyumen.brusnika.ru/flat/66674/";"71,3";"10210000";"12760000";"66674";"9";"Дом 3-1";"1";"18"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54699/";"47";"10210000";"12010000";"54699";"4";"Дом 2";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51752/";"82,9";"10220000";"12770000";"51752";"3";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/59919/";"70,5";"10220000";"12780000";"59919";"4";"Дом 3-1";"4";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54726/";"44";"10230000";"12030000";"54726";"3";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56300/";"47";"10230000";"12040000";"56300";"6";"Дом 2";"9";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/66677/";"78,9";"10230000";"12790000";"66677";"13";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66679/";"78,9";"10230000";"12790000";"66679";"15";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67035/";"63,4";"10230000";"11370000";"67035";"7";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67264/";"63,3";"10230000";"11370000";"67264";"8";"Дом 2-1";"1";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62467/";"46,8";"10240000";"12050000";"62467";"5";"Дом 2";"8";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56090/";"79,2";"10240000";"12800000";"56090";"14";"Дом 3-1";"1";"18"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58247/";"47,3";"10240000";"12050000";"58247";"3";"Дом 2";"8";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54958/";"79,2";"10240000";"12800000";"54958";"12";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67092/";"65,4";"10250000";"11390000";"67092";"6";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67217/";"66,4";"10250000";"11390000";"67217";"2";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56930/";"83,2";"10260000";"12830000";"56930";"5";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56942/";"83,2";"10260000";"12830000";"56942";"3";"Дом 9";"3";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/51592/";"44,3";"10280000";"12850000";"51592";"12";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62440/";"44,3";"10280000";"12850000";"62440";"13";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50046/";"42,3";"10280000";"12850000";"50046";"6";"Дом 1";"4";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/51594/";"44,3";"10280000";"12850000";"51594";"15";"Дом 1";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56776/";"46,3";"10290000";"12110000";"56776";"3";"Дом 2";"1";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63918/";"54,1";"10290000";"12100000";"63918";"4";"Дом у озера 3";"3";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62031/";"44";"10290000";"12110000";"62031";"4";"Дом 2";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67243/";"64,6";"10290000";"11430000";"67243";"8";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67293/";"64,6";"10290000";"11430000";"67293";"9";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52239/";"87,9";"10300000";"12870000";"52239";"3";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52247/";"87,4";"10300000";"12870000";"52247";"2";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56123/";"87,9";"10300000";"12870000";"56123";"8";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56315/";"87,9";"10300000";"12870000";"56315";"7";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52245/";"87,9";"10300000";"12870000";"52245";"6";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56317/";"87,9";"10300000";"12870000";"56317";"9";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40092/";"67,1";"10310000";"13750000";"40092";"16";"Дом 7-1";"1";"17"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54684/";"47,2";"10320000";"12140000";"54684";"5";"Дом 2";"9";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/54135/";"91,4";"10320000";"18410000";"54135";"5";"Дом 4";"1";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54727/";"43,9";"10330000";"12150000";"54727";"4";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54729/";"44,2";"10330000";"12150000";"54729";"4";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54732/";"44,2";"10330000";"12150000";"54732";"5";"Дом 2";"5";"11"
"Республики 205";"https://tyumen.brusnika.ru/flat/70041/";"66,4";"10330000";"12910000";"70041";"2";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48865/";"83,2";"10340000";"12920000";"48865";"7";"Дом 10";"1";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54731/";"44,1";"10340000";"12160000";"54731";"5";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62454/";"46,8";"10340000";"12170000";"62454";"6";"Дом 2";"8";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56927/";"79,9";"10340000";"12920000";"56927";"2";"Дом 9";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67088/";"66,4";"10340000";"11490000";"67088";"3";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52277/";"87,5";"10350000";"12940000";"52277";"4";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56940/";"84,1";"10350000";"12940000";"56940";"6";"Дом 9";"2";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71361/";"35,3";"10350000";"12940000";"71361";"8";"Дом 4";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71372/";"35,3";"10350000";"12940000";"71372";"8";"Дом 4";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/54249/";"82,2";"10360000";"12950000";"54249";"4";"Дом 9";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/70037/";"72,1";"10360000";"12950000";"70037";"3";"Дом 3-1";"5";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56850/";"54,3";"10360000";"12950000";"56850";"11";"Дом 1";"1";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/48167/";"84,7";"10360000";"12950000";"48167";"5";"Дом 2";"3";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51787/";"79,2";"10370000";"12960000";"51787";"2";"Дом 9";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56371/";"78,2";"10380000";"12970000";"56371";"1";"Дом 2";"1";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46563/";"79,2";"10390000";"12990000";"46563";"8";"Дом 8";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67272/";"66,4";"10390000";"11540000";"67272";"4";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49030/";"83,2";"10390000";"12990000";"49030";"7";"Дом 10";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48155/";"84,7";"10400000";"13000000";"48155";"6";"Дом 2";"3";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51782/";"87,8";"10400000";"13000000";"51782";"6";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/66683/";"78,9";"10400000";"13000000";"66683";"17";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/48208/";"84,7";"10400000";"13000000";"48208";"8";"Дом 2";"3";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/54783/";"78,9";"10400000";"13000000";"54783";"18";"Дом 3-1";"1";"18"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56296/";"47,2";"10410000";"12250000";"56296";"6";"Дом 2";"9";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54782/";"79,2";"10420000";"13030000";"54782";"16";"Дом 3-1";"1";"18"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62028/";"43,9";"10430000";"12270000";"62028";"6";"Дом 2";"5";"11"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43393/";"143,5";"10430000";"19860000";"43393";"24";"Дом 7-2";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/54940/";"72,1";"10440000";"13050000";"54940";"4";"Дом 3-1";"5";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/58407/";"72,1";"10440000";"13050000";"58407";"5";"Дом 3-1";"5";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62457/";"44,3";"10440000";"12280000";"62457";"7";"Дом 2";"5";"11"
"Зарека";"https://tyumen.brusnika.ru/flat/71341/";"69,5";"10450000";"13060000";"71341";"3";"Дом 5-2";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66310/";"54,1";"10460000";"12300000";"66310";"5";"Дом у озера 3";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56320/";"79,1";"10470000";"13090000";"56320";"3";"Дом 9";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46619/";"83,4";"10500000";"13120000";"46619";"9";"Дом 8";"2";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51756/";"85,5";"10500000";"13130000";"51756";"8";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52265/";"85,5";"10500000";"13130000";"52265";"4";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/58404/";"71";"10500000";"13130000";"58404";"5";"Дом 3-1";"8";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52279/";"85,5";"10510000";"13140000";"52279";"6";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/43720/";"76,9";"10510000";"14010000";"43720";"9";"Дом 1";"8";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/51610/";"68,3";"10520000";"13150000";"51610";"5";"Дом 5-2";"5";"6"
"Зарека";"https://tyumen.brusnika.ru/flat/59867/";"68,3";"10520000";"13150000";"59867";"4";"Дом 5-2";"5";"6"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52273/";"86,2";"10530000";"13160000";"52273";"3";"Дом 9";"8";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52282/";"85,7";"10530000";"13160000";"52282";"6";"Дом 9";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56984/";"72,1";"10540000";"13170000";"56984";"7";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/54248/";"79,6";"10540000";"13180000";"54248";"4";"Дом 9";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56139/";"79,3";"10540000";"13180000";"56139";"5";"Дом 9";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67595/";"69,6";"10550000";"13190000";"67595";"4";"Дом 5-2";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60159/";"54,1";"10560000";"12420000";"60159";"6";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65596/";"54,1";"10560000";"12420000";"65596";"7";"Дом у озера 3";"3";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62442/";"44,3";"10570000";"13210000";"62442";"14";"Дом 1";"1";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52284/";"86,2";"10570000";"13210000";"52284";"5";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51747/";"86,2";"10570000";"13210000";"51747";"4";"Дом 9";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/67345/";"80,1";"10580000";"13220000";"67345";"13";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67108/";"69,3";"10580000";"11760000";"67108";"5";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67333/";"64,3";"10580000";"11760000";"67333";"7";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56989/";"80,1";"10580000";"13220000";"56989";"15";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66671/";"79,2";"10590000";"13240000";"66671";"17";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56976/";"79,2";"10590000";"13240000";"56976";"18";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48602/";"82,6";"10610000";"13260000";"48602";"6";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46758/";"137,5";"10610000";"18940000";"46758";"17";"Дом 8";"6";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/54979/";"71";"10620000";"13270000";"54979";"6";"Дом 3-1";"8";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67262/";"69,5";"10620000";"11800000";"67262";"3";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/43805/";"78,6";"10620000";"14160000";"43805";"9";"Дом 1";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/70030/";"71";"10620000";"13270000";"70030";"7";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/43769/";"78,5";"10620000";"14160000";"43769";"9";"Дом 1";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51784/";"71,2";"10660000";"13330000";"51784";"7";"Дом 9";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/58406/";"66,9";"10660000";"13320000";"58406";"9";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67126/";"69,5";"10670000";"11850000";"67126";"5";"Дом 2-1";"7";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54696/";"51,5";"10670000";"12550000";"54696";"6";"Дом 2";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49050/";"84,7";"10680000";"13350000";"49050";"3";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49056/";"84,8";"10690000";"13360000";"49056";"3";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49052/";"84,7";"10690000";"13360000";"49052";"4";"Дом 10";"6";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44353/";"63,1";"10700000";"13370000";"44353";"2";"Дом у озера 2";"4";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49059/";"84,8";"10700000";"13380000";"49059";"4";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49057/";"84,7";"10700000";"13380000";"49057";"5";"Дом 10";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67055/";"73,8";"10710000";"11900000";"67055";"7";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48240/";"87,9";"10710000";"13390000";"48240";"2";"Дом 2";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/52915/";"69,5";"10720000";"13400000";"52915";"5";"Дом 5-2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48212/";"87,8";"10720000";"13400000";"48212";"4";"Дом 2";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67121/";"73,8";"10730000";"11920000";"67121";"8";"Дом 2-1";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/45008/";"63,1";"10740000";"13420000";"45008";"4";"Дом у озера 2";"4";""
"Зарека";"https://tyumen.brusnika.ru/flat/67069/";"67,9";"10750000";"11940000";"67069";"3";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67327/";"58,5";"10750000";"11940000";"67327";"7";"Дом 2-1";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47942/";"61";"10750000";"13440000";"47942";"7";"Дом у озера 2";"2";""
"Республики 205";"https://tyumen.brusnika.ru/flat/66672/";"80,1";"10760000";"13450000";"66672";"16";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56987/";"80,1";"10760000";"13450000";"56987";"17";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/58304/";"63,5";"10770000";"12670000";"58304";"23";"Дом 5-1";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/56061/";"76,7";"10770000";"13460000";"56061";"8";"Дом 2";"1";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54975/";"73,2";"10780000";"13480000";"54975";"3";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54982/";"73,2";"10780000";"13480000";"54982";"3";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56990/";"84,5";"10780000";"13470000";"56990";"9";"Дом 3-1";"7";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47932/";"63,1";"10780000";"13470000";"47932";"6";"Дом у озера 2";"4";""
"Зарека";"https://tyumen.brusnika.ru/flat/64950/";"47,4";"10790000";"13490000";"64950";"16";"Дом 5-2";"1";"16"
"Дом у озера";"https://tyumen.brusnika.ru/flat/59353/";"63,1";"10790000";"13490000";"59353";"7";"Дом у озера 2";"4";""
"Зарека";"https://tyumen.brusnika.ru/flat/67212/";"67,9";"10790000";"11990000";"67212";"5";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/57179/";"64,2";"10790000";"12690000";"57179";"10";"Дом 5-1";"1";"25"
"Зарека";"https://tyumen.brusnika.ru/flat/57168/";"70,8";"10800000";"12700000";"57168";"5";"Дом 5-1";"1";"25"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65601/";"62,5";"10800000";"12700000";"65601";"7";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48604/";"82,6";"10810000";"13510000";"48604";"6";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48605/";"80,4";"10810000";"13510000";"48605";"7";"Дом 10";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67329/";"67,4";"10820000";"12020000";"67329";"6";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56441/";"82,2";"10820000";"13530000";"56441";"9";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67314/";"73,8";"10820000";"12020000";"67314";"7";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/66342/";"70,7";"10850000";"12760000";"66342";"5";"Дом 5-1";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/48150/";"88,9";"10850000";"13560000";"48150";"2";"Дом 2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54928/";"73,2";"10860000";"13580000";"54928";"5";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/58398/";"73,2";"10860000";"13580000";"58398";"4";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70039/";"73,2";"10860000";"13570000";"70039";"4";"Дом 3-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70043/";"73,2";"10860000";"13580000";"70043";"4";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/44957/";"88,3";"10860000";"14480000";"44957";"1";"Дом 1";"8";"6"
"Зарека";"https://tyumen.brusnika.ru/flat/64951/";"47,2";"10910000";"13640000";"64951";"16";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/64952/";"47,2";"10910000";"13640000";"64952";"16";"Дом 5-2";"1";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48590/";"91,1";"10940000";"13680000";"48590";"6";"Дом 10";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52271/";"79,2";"10960000";"13700000";"52271";"6";"Дом 9";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/59895/";"73,2";"10960000";"13700000";"59895";"7";"Дом 3-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/59918/";"73,2";"10960000";"13700000";"59918";"8";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67312/";"68,5";"10960000";"12180000";"67312";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54802/";"73,2";"10970000";"13710000";"54802";"6";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/70031/";"73,2";"10970000";"13710000";"70031";"7";"Дом 3-1";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48603/";"80,4";"11010000";"13760000";"48603";"7";"Дом 10";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48171/";"66,3";"11020000";"13780000";"48171";"9";"Дом 2";"1";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54797/";"73";"11020000";"13770000";"54797";"3";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54978/";"73";"11020000";"13770000";"54978";"2";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/59914/";"73";"11020000";"13770000";"59914";"5";"Дом 3-1";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/54142/";"88,6";"11020000";"19670000";"54142";"7";"Дом 4";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67318/";"68,5";"11030000";"12250000";"67318";"6";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54829/";"67,6";"11040000";"13800000";"54829";"9";"Дом 2";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/52917/";"73,6";"11050000";"13810000";"52917";"3";"Дом 5-2";"1";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/56078/";"73";"11060000";"13820000";"56078";"6";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/58410/";"73";"11060000";"13820000";"58410";"7";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/70029/";"73";"11060000";"13820000";"70029";"8";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/48179/";"85,6";"11070000";"13840000";"48179";"1";"Дом 2";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/54107/";"56,9";"11070000";"13840000";"54107";"4";"Дом 4";"3";"10"
"Зарека";"https://tyumen.brusnika.ru/flat/67154/";"72,5";"11070000";"12300000";"67154";"4";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67321/";"72,5";"11070000";"12300000";"67321";"5";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67260/";"71,9";"11070000";"12300000";"67260";"10";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67156/";"80,7";"11070000";"12300000";"67156";"2";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56988/";"84,3";"11100000";"13880000";"56988";"2";"Дом 3-1";"6";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63922/";"54,6";"11110000";"13070000";"63922";"3";"Дом у озера 3";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67200/";"61,5";"11120000";"12350000";"67200";"10";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67256/";"71,9";"11120000";"12360000";"67256";"13";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67310/";"71,9";"11120000";"12360000";"67310";"12";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67255/";"72,5";"11130000";"12370000";"67255";"9";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46650/";"79,7";"11130000";"13910000";"46650";"7";"Дом 8";"4";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/71376/";"40,5";"11130000";"13910000";"71376";"8";"Дом 4";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71371/";"40,6";"11140000";"13920000";"71371";"9";"Дом 4";"8";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71378/";"40,7";"11140000";"13920000";"71378";"9";"Дом 4";"8";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/64966/";"56,9";"11150000";"13940000";"64966";"6";"Дом 4";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54973/";"88,1";"11160000";"13950000";"54973";"6";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/59907/";"69,7";"11160000";"13950000";"59907";"9";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54954/";"88,1";"11160000";"13950000";"54954";"3";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67292/";"80,7";"11160000";"12400000";"67292";"2";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67054/";"71,9";"11160000";"12400000";"67054";"14";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46664/";"85,7";"11170000";"13960000";"46664";"7";"Дом 8";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46595/";"86";"11170000";"13960000";"46595";"7";"Дом 8";"3";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67175/";"80,7";"11180000";"12420000";"67175";"3";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67030/";"80,7";"11180000";"12420000";"67030";"3";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54938/";"88,3";"11180000";"13970000";"54938";"3";"Дом 3-1";"5";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54804/";"88,4";"11190000";"13990000";"54804";"3";"Дом 3-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56438/";"88,4";"11190000";"13990000";"56438";"4";"Дом 3-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43398/";"153,6";"11190000";"21310000";"43398";"25";"Дом 7-2";"1";"25"
"Речной порт";"https://tyumen.brusnika.ru/flat/54115/";"57";"11200000";"14000000";"54115";"6";"Дом 4";"3";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/54972/";"88,5";"11200000";"14000000";"54972";"3";"Дом 3-1";"6";"8"
