"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id";"floor";"building_name";"section_number";"section_floors_count"
"Республики 205";"https://tyumen.brusnika.ru/flat/54981/";"88,5";"11200000";"14000000";"54981";"5";"Дом 3-1";"6";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56423/";"88,5";"11200000";"14000000";"56423";"4";"Дом 3-1";"6";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/56708/";"57";"11200000";"14000000";"56708";"8";"Дом 4";"3";"10"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52270/";"71,1";"11220000";"14030000";"52270";"9";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56095/";"88,5";"11220000";"14020000";"56095";"7";"Дом 3-1";"6";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56452/";"88,5";"11220000";"14020000";"56452";"6";"Дом 3-1";"6";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46626/";"88";"11220000";"14020000";"46626";"7";"Дом 8";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/70094/";"62,7";"11220000";"14020000";"70094";"8";"Дом 5-2";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49020/";"91,3";"11230000";"14040000";"49020";"2";"Дом 10";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67178/";"72,5";"11230000";"12480000";"67178";"7";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67236/";"80,7";"11230000";"12480000";"67236";"5";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67050/";"80,7";"11230000";"12480000";"67050";"5";"Дом 2-1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/37758/";"43,3";"11250000";"15000000";"37758";"4";"Дом 7";"3";""
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54183/";"54,3";"11250000";"14060000";"54183";"12";"Дом 1";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/54228/";"73,6";"11260000";"14070000";"54228";"9";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/51606/";"73,6";"11260000";"14070000";"51606";"10";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67244/";"75,7";"11270000";"12520000";"67244";"11";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/69612/";"62,4";"11270000";"14090000";"69612";"9";"Дом 5-2";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/71338/";"71,6";"11270000";"14090000";"71338";"6";"Дом 5-2";"6";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66341/";"62,8";"11290000";"13280000";"66341";"6";"Дом у озера 3";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67336/";"65";"11290000";"12540000";"67336";"8";"Дом 2-1";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66337/";"63";"11300000";"13290000";"66337";"6";"Дом у озера 3";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46555/";"142,7";"11300000";"20180000";"46555";"1";"Дом 8";"2";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/70044/";"72,1";"11300000";"14120000";"70044";"8";"Дом 3-1";"5";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67257/";"75,8";"11310000";"12570000";"67257";"13";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48569/";"89,2";"11320000";"14150000";"48569";"1";"Дом 10";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51766/";"80,1";"11320000";"14150000";"51766";"8";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49028/";"91,1";"11320000";"14150000";"49028";"2";"Дом 10";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/71370/";"40,7";"11320000";"14150000";"71370";"10";"Дом 4";"7";"10"
"Зарека";"https://tyumen.brusnika.ru/flat/67112/";"65";"11330000";"12590000";"67112";"8";"Дом 2-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48235/";"85,8";"11330000";"14160000";"48235";"4";"Дом 2";"4";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/65829/";"71,4";"11370000";"14210000";"65829";"4";"Дом 4";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/65820/";"71,1";"11370000";"14210000";"65820";"4";"Дом 4";"3";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/56462/";"88,3";"11380000";"14220000";"56462";"8";"Дом 3-1";"5";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67239/";"77,3";"11410000";"12680000";"67239";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56974/";"70,3";"11440000";"14300000";"56974";"9";"Дом 2";"1";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48863/";"89,5";"11450000";"14310000";"48863";"7";"Дом 10";"1";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49024/";"91";"11450000";"14310000";"49024";"7";"Дом 10";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49043/";"89,5";"11450000";"14310000";"49043";"7";"Дом 10";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48413/";"84,5";"11460000";"15280000";"48413";"9";"Дом 1";"8";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67226/";"65,2";"11480000";"12750000";"67226";"2";"Дом 2-1";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/37779/";"50,8";"11490000";"15320000";"37779";"8";"Дом 7";"1";""
"Республики 205";"https://tyumen.brusnika.ru/flat/56444/";"81,8";"11490000";"14360000";"56444";"5";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/59909/";"90,7";"11500000";"14380000";"59909";"2";"Дом 3-1";"8";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/56233/";"73,6";"11500000";"14370000";"56233";"14";"Дом 5-2";"1";"16"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60095/";"78,7";"11500000";"13530000";"60095";"2";"Дом у озера 3";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/37761/";"45,6";"11520000";"15360000";"37761";"6";"Дом 7";"1";""
"Республики 205";"https://tyumen.brusnika.ru/flat/56428/";"88,5";"11530000";"14410000";"56428";"9";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/57000/";"91,5";"11540000";"14420000";"57000";"9";"Дом 3-1";"7";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63920/";"78,4";"11540000";"13580000";"63920";"3";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48560/";"91,4";"11550000";"14440000";"48560";"7";"Дом 10";"1";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67095/";"77,3";"11570000";"12850000";"67095";"7";"Дом 2-1";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48875/";"93,8";"11580000";"14470000";"48875";"6";"Дом 10";"1";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48568/";"94,3";"11580000";"14470000";"48568";"1";"Дом 10";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66306/";"79,2";"11580000";"13620000";"66306";"4";"Дом у озера 3";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63921/";"79,2";"11580000";"13620000";"63921";"7";"Дом у озера 3";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71349/";"57";"11580000";"14470000";"71349";"9";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/71351/";"71,3";"11580000";"14470000";"71351";"9";"Дом 4";"3";"10"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60099/";"72,7";"11610000";"13660000";"60099";"1";"Дом у озера 3";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54808/";"81,8";"11610000";"14510000";"54808";"7";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/67342/";"91,1";"11620000";"14530000";"67342";"4";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/67343/";"91,3";"11620000";"14520000";"67343";"5";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67116/";"66,5";"11630000";"12920000";"67116";"6";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52281/";"79";"11640000";"14550000";"52281";"7";"Дом 9";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52264/";"80";"11660000";"14580000";"52264";"7";"Дом 9";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/54237/";"94,8";"11660000";"14580000";"54237";"2";"Дом 5-2";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52278/";"86,4";"11670000";"14590000";"52278";"7";"Дом 9";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/71336/";"60,5";"11670000";"14590000";"71336";"9";"Дом 4";"7";"10"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52267/";"86,5";"11690000";"14610000";"52267";"7";"Дом 9";"8";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60090/";"79,8";"11690000";"13750000";"60090";"2";"Дом у озера 3";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67209/";"73,6";"11690000";"12990000";"67209";"7";"Дом 2-1";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56443/";"78,8";"11700000";"14620000";"56443";"11";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67133/";"65,9";"11700000";"13000000";"67133";"6";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54947/";"81,8";"11700000";"14630000";"54947";"9";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/48145/";"96,7";"11710000";"14640000";"48145";"3";"Дом 2";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48197/";"95,4";"11710000";"14640000";"48197";"2";"Дом 2";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48580/";"95,1";"11720000";"14650000";"48580";"1";"Дом 10";"2";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48570/";"95";"11720000";"14650000";"48570";"1";"Дом 10";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54923/";"93,2";"11730000";"14660000";"54923";"2";"Дом 3-1";"7";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60132/";"78,4";"11740000";"13810000";"60132";"6";"Дом у озера 3";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60097/";"78,4";"11740000";"13810000";"60097";"7";"Дом у озера 3";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/66667/";"91,3";"11740000";"14670000";"66667";"7";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54809/";"91,1";"11740000";"14670000";"54809";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56997/";"91,1";"11740000";"14670000";"56997";"6";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/67344/";"91,1";"11740000";"14670000";"67344";"7";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/37808/";"45,8";"11750000";"15670000";"37808";"7";"Дом 7";"3";""
"Республики 205";"https://tyumen.brusnika.ru/flat/54925/";"93,2";"11750000";"14690000";"54925";"4";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54951/";"93,2";"11750000";"14690000";"54951";"6";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56449/";"93,2";"11750000";"14690000";"56449";"3";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56457/";"93,2";"11750000";"14690000";"56457";"5";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56057/";"76,7";"11780000";"14720000";"56057";"9";"Дом 2";"1";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56083/";"93,2";"11780000";"14720000";"56083";"7";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56439/";"93,2";"11780000";"14720000";"56439";"8";"Дом 3-1";"7";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52261/";"97,8";"11800000";"14750000";"52261";"8";"Дом 9";"4";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60111/";"81";"11800000";"13880000";"60111";"2";"Дом у озера 3";"5";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60102/";"67,5";"11800000";"13880000";"60102";"1";"Дом у озера 3";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/67604/";"63,4";"11810000";"14760000";"67604";"6";"Дом 4";"8";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54945/";"91,3";"11840000";"14800000";"54945";"9";"Дом 3-1";"1";"18"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56873/";"54,3";"11840000";"13930000";"56873";"9";"Дом 2";"5";"11"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52263/";"86,8";"11860000";"14830000";"52263";"7";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52260/";"86,7";"11860000";"14830000";"52260";"7";"Дом 9";"8";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/52913/";"73,9";"11860000";"14820000";"52913";"3";"Дом 5-2";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60110/";"81,7";"11870000";"13970000";"60110";"3";"Дом у озера 3";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48588/";"96,6";"11880000";"14850000";"48588";"1";"Дом 10";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54969/";"94,5";"11890000";"14860000";"54969";"3";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54985/";"94,5";"11890000";"14860000";"54985";"4";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54984/";"94,5";"11890000";"14860000";"54984";"5";"Дом 3-1";"7";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56446/";"94,5";"11890000";"14860000";"56446";"6";"Дом 3-1";"7";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/37800/";"45,6";"11900000";"15870000";"37800";"8";"Дом 7";"3";""
"Республики 205";"https://tyumen.brusnika.ru/flat/48184/";"89,7";"11900000";"14880000";"48184";"15";"Дом 2";"3";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48596/";"96,9";"11920000";"14900000";"48596";"1";"Дом 10";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67021/";"70,7";"11920000";"13240000";"67021";"6";"Дом 2-1";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46549/";"104,5";"11930000";"14910000";"46549";"1";"Дом 8";"2";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67334/";"64,2";"11930000";"13260000";"67334";"8";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67018/";"67,4";"11970000";"13300000";"67018";"6";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67060/";"67,4";"11970000";"13300000";"67060";"6";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67196/";"67,4";"11970000";"13300000";"67196";"6";"Дом 2-1";"1";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60148/";"71";"11980000";"14090000";"60148";"2";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/51648/";"63,1";"11990000";"14990000";"51648";"7";"Дом у озера 2";"5";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51736/";"79,4";"12010000";"15010000";"51736";"9";"Дом 9";"2";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60143/";"63,7";"12010000";"14130000";"60143";"2";"Урбан-вилла 1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/70442/";"62,1";"12010000";"15010000";"70442";"9";"Дом 5-2";"3";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44375/";"78,1";"12010000";"15010000";"44375";"3";"Дом у озера 2";"3";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46567/";"103,5";"12020000";"15030000";"46567";"1";"Дом 8";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67289/";"81,1";"12020000";"13350000";"67289";"4";"Дом 2-1";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/66663/";"91,3";"12030000";"15040000";"66663";"15";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66680/";"91,3";"12030000";"15040000";"66680";"14";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56081/";"91,3";"12030000";"15040000";"56081";"13";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56999/";"91,3";"12030000";"15040000";"56999";"12";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46694/";"111,2";"12040000";"15050000";"46694";"2";"Дом 8";"6";"17"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60138/";"69,9";"12040000";"14160000";"60138";"2";"Дом у озера 3";"6";"4"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60087/";"63,8";"12040000";"14170000";"60087";"2";"Урбан-вилла 1";"1";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65600/";"70,8";"12080000";"14210000";"65600";"3";"Дом у озера 3";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/54987/";"106,2";"12090000";"21570000";"54987";"2";"Дом 4";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67190/";"69,1";"12090000";"13430000";"67190";"6";"Дом 2-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48260/";"93,5";"12110000";"15140000";"48260";"1";"Дом 2";"4";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46714/";"111,5";"12110000";"15140000";"46714";"16";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46628/";"110,7";"12150000";"15190000";"46628";"3";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46707/";"110,6";"12150000";"15190000";"46707";"6";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46602/";"110,4";"12150000";"15190000";"46602";"4";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46737/";"111,5";"12160000";"15200000";"46737";"12";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46609/";"110,3";"12180000";"15230000";"46609";"5";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46712/";"111,2";"12180000";"15230000";"46712";"7";"Дом 8";"6";"17"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60164/";"70,7";"12190000";"14340000";"60164";"5";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66311/";"70,8";"12190000";"14340000";"66311";"4";"Дом у озера 3";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/56732/";"63,4";"12200000";"15250000";"56732";"3";"Дом 4";"8";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/69618/";"94,1";"12200000";"15250000";"69618";"9";"Дом 5-2";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46738/";"111,5";"12210000";"15260000";"46738";"14";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46722/";"110,4";"12220000";"15280000";"46722";"10";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46735/";"110,7";"12220000";"15280000";"46735";"8";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52262/";"83,8";"12220000";"15280000";"52262";"9";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46705/";"111,7";"12220000";"15280000";"46705";"11";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46755/";"110,2";"12230000";"15290000";"46755";"9";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51762/";"104,3";"12230000";"15290000";"51762";"1";"Дом 9";"8";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/66678/";"91,3";"12230000";"15290000";"66678";"17";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56985/";"91,3";"12230000";"15290000";"56985";"16";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56455/";"92";"12240000";"15300000";"56455";"5";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56088/";"91,4";"12260000";"15320000";"56088";"11";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/66720/";"89,8";"12280000";"15350000";"66720";"4";"Дом 5-2";"2";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63925/";"70,7";"12290000";"14460000";"63925";"7";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66312/";"70,7";"12290000";"14460000";"66312";"6";"Дом у озера 3";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/66666/";"91,7";"12290000";"15360000";"66666";"12";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/56734/";"63,4";"12300000";"15380000";"56734";"6";"Дом 4";"7";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/54814/";"92";"12340000";"15430000";"54814";"6";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54935/";"92";"12340000";"15430000";"54935";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56430/";"92";"12340000";"15430000";"56430";"7";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/51636/";"101,1";"12370000";"15460000";"51636";"2";"Дом 5-2";"2";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67311/";"67,4";"12380000";"13760000";"67311";"7";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48981/";"99,4";"12390000";"15490000";"48981";"8";"Дом 10";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48988/";"99,4";"12390000";"15490000";"48988";"8";"Дом 10";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/66719/";"89,8";"12390000";"15490000";"66719";"6";"Дом 5-2";"2";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/69610/";"89,8";"12390000";"15490000";"69610";"7";"Дом 5-2";"2";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67213/";"87,1";"12390000";"13770000";"67213";"5";"Дом 2-1";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67086/";"68,5";"12410000";"13790000";"67086";"6";"Дом 2-1";"1";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51768/";"107,1";"12420000";"15530000";"51768";"1";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52251/";"107,5";"12420000";"15530000";"52251";"1";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52252/";"107,2";"12420000";"15520000";"52252";"1";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52248/";"107,6";"12430000";"15540000";"52248";"1";"Дом 9";"5";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66352/";"68";"12440000";"14630000";"66352";"3";"Урбан-вилла 1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56460/";"92";"12450000";"15560000";"56460";"9";"Дом 3-1";"1";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44396/";"82,7";"12460000";"15570000";"44396";"7";"Дом у озера 2";"7";""
"Дом у озера";"https://tyumen.brusnika.ru/flat/44320/";"82,8";"12470000";"15590000";"44320";"6";"Дом у озера 2";"7";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52249/";"107,1";"12490000";"15610000";"52249";"1";"Дом 9";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/56255/";"89,2";"12490000";"15610000";"56255";"5";"Дом 5-2";"2";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46751/";"111,5";"12500000";"15620000";"46751";"13";"Дом 8";"6";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/54986/";"91,8";"12510000";"15640000";"54986";"10";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67179/";"85,5";"12510000";"13900000";"67179";"4";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67323/";"85,5";"12510000";"13900000";"67323";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56391/";"91,9";"12530000";"15660000";"56391";"11";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/71343/";"66,1";"12530000";"15660000";"71343";"5";"Дом 4";"8";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40132/";"145,7";"12540000";"23880000";"40132";"1";"Дом 7-1";"2";"17"
"Зарека";"https://tyumen.brusnika.ru/flat/67034/";"80,8";"12540000";"13930000";"67034";"2";"Дом 2-1";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66354/";"67,8";"12550000";"14760000";"66354";"4";"Урбан-вилла 1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67186/";"65,7";"12560000";"13960000";"67186";"7";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/52947/";"94,3";"12570000";"15710000";"52947";"4";"Дом 5-2";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54794/";"100,6";"12580000";"15730000";"54794";"4";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54799/";"100,6";"12580000";"15730000";"54799";"2";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54970/";"100,6";"12580000";"15730000";"54970";"6";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56380/";"100,6";"12580000";"15730000";"56380";"3";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56393/";"100,6";"12580000";"15730000";"56393";"5";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56408/";"100,6";"12580000";"15730000";"56408";"8";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/48278/";"98,2";"12590000";"15740000";"48278";"1";"Дом 2";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67222/";"74,4";"12650000";"14050000";"67222";"16";"Дом 2-1";"5";"16"
