"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id";"floor";"building_name";"section_number";"section_floors_count"
"Речной порт";"https://tyumen.brusnika.ru/flat/71367/";"35,3";"";"10150000";"71367";"9";"Дом 4";"8";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56929/";"85,7";"";"10150000";"56929";"2";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56325/";"82,4";"";"10180000";"56325";"2";"Дом 9";"4";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66307/";"54,1";"";"10180000";"66307";"3";"Дом у озера 3";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/66674/";"71,3";"";"10210000";"66674";"9";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71869/";"65,5";"";"10210000";"71869";"10";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51752/";"82,9";"";"10220000";"51752";"3";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/59919/";"70,5";"";"10220000";"59919";"4";"Дом 3-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56993/";"91,3";"10220000";"11740000";"56993";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71859/";"78,9";"";"10230000";"71859";"12";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66679/";"78,9";"";"10230000";"66679";"15";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54963/";"78,9";"";"10230000";"54963";"14";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56090/";"79,2";"";"10240000";"56090";"14";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54958/";"79,2";"";"10240000";"54958";"12";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56930/";"83,2";"";"10260000";"56930";"5";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56942/";"83,2";"";"10260000";"56942";"3";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40030/";"68,8";"";"10260000";"40030";"13";"Дом 7-1";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52278/";"86,4";"10270000";"11670000";"52278";"7";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52239/";"87,9";"";"10300000";"52239";"3";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52247/";"87,4";"";"10300000";"52247";"2";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56123/";"87,9";"";"10300000";"56123";"8";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56315/";"87,9";"";"10300000";"56315";"7";"Дом 9";"1";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56319/";"87,9";"";"10300000";"56319";"5";"Дом 9";"1";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/46993/";"40,7";"";"10320000";"46993";"6";"Дом 8";"3";""
"Зарека";"https://tyumen.brusnika.ru/flat/67108/";"69,3";"";"10320000";"67108";"5";"Дом 2-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67333/";"64,3";"";"10320000";"67333";"7";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70041/";"66,4";"";"10330000";"70041";"2";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56927/";"79,9";"";"10340000";"56927";"2";"Дом 9";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52277/";"87,5";"";"10350000";"52277";"4";"Дом 9";"4";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56940/";"84,1";"";"10350000";"56940";"6";"Дом 9";"2";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71361/";"35,3";"";"10350000";"71361";"8";"Дом 4";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71372/";"35,3";"";"10350000";"71372";"8";"Дом 4";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/54249/";"82,2";"";"10360000";"54249";"4";"Дом 9";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/70037/";"72,1";"";"10360000";"70037";"3";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51787/";"79,2";"";"10370000";"51787";"2";"Дом 9";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67262/";"69,5";"";"10370000";"67262";"3";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56371/";"78,9";"";"10380000";"56371";"1";"Дом 2";"1";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49030/";"83,2";"";"10390000";"49030";"7";"Дом 10";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46563/";"79,2";"";"10390000";"46563";"8";"Дом 8";"1";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51782/";"87,8";"";"10400000";"51782";"6";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54783/";"78,9";"";"10400000";"54783";"18";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66683/";"78,9";"";"10400000";"66683";"17";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/48208/";"84,7";"";"10400000";"48208";"8";"Дом 2";"3";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67126/";"69,5";"";"10410000";"67126";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54782/";"79,2";"";"10420000";"54782";"16";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72192/";"58,8";"";"10420000";"72192";"2";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/71880/";"79,2";"";"10430000";"71880";"13";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54940/";"72,1";"";"10440000";"54940";"4";"Дом 3-1";"5";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/58407/";"72,1";"";"10440000";"58407";"5";"Дом 3-1";"5";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66310/";"54,1";"";"10460000";"66310";"5";"Дом у озера 3";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/56320/";"79,1";"";"10470000";"56320";"3";"Дом 9";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67055/";"73,8";"";"10470000";"67055";"7";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67121/";"73,8";"";"10490000";"67121";"8";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46694/";"111,2";"10500000";"12040000";"46694";"2";"Дом 8";"6";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/58404/";"71";"";"10500000";"58404";"5";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48180/";"92,6";"10500000";"13110000";"48180";"16";"Дом 2";"3";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67069/";"67,9";"";"10500000";"67069";"3";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67327/";"58,5";"";"10500000";"67327";"7";"Дом 2-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54927/";"71";"";"10500000";"54927";"4";"Дом 3-1";"8";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46619/";"83,4";"";"10500000";"46619";"9";"Дом 8";"2";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52273/";"86,2";"";"10530000";"52273";"3";"Дом 9";"8";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/71341/";"69,5";"";"10530000";"71341";"3";"Дом 5-2";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52282/";"85,7";"";"10530000";"52282";"6";"Дом 9";"5";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56984/";"72,1";"";"10540000";"56984";"7";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/54248/";"79,6";"";"10540000";"54248";"4";"Дом 9";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/58307/";"64,2";"";"10540000";"58307";"12";"Дом 5-1";"1";"25"
"Зарека";"https://tyumen.brusnika.ru/flat/67212/";"67,9";"";"10550000";"67212";"5";"Дом 2-1";"1";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60159/";"54,1";"";"10560000";"60159";"6";"Дом у озера 3";"3";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65596/";"54,1";"";"10560000";"65596";"7";"Дом у озера 3";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72139/";"63,6";"";"10560000";"72139";"3";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56439/";"93,2";"10560000";"11780000";"56439";"8";"Дом 3-1";"7";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52284/";"86,2";"";"10570000";"52284";"5";"Дом 9";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51747/";"86,2";"";"10570000";"51747";"4";"Дом 9";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67329/";"67,4";"";"10580000";"67329";"6";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67314/";"73,8";"";"10580000";"67314";"7";"Дом 2-1";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72125/";"58,7";"";"10580000";"72125";"8";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72197/";"58,7";"";"10580000";"72197";"9";"Дом 6-2";"3";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56081/";"91,3";"10590000";"12030000";"56081";"13";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56976/";"79,2";"";"10590000";"56976";"18";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/59867/";"68,3";"";"10600000";"59867";"4";"Дом 5-2";"5";"6"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48602/";"82,6";"";"10610000";"48602";"6";"Дом 10";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54979/";"71";"";"10620000";"54979";"6";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70030/";"71";"";"10620000";"70030";"7";"Дом 3-1";"8";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/47001/";"37,9";"";"10620000";"47001";"7";"Дом 8";"5";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46609/";"110,3";"10630000";"12180000";"46609";"5";"Дом 8";"6";"17"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51784/";"71,2";"";"10660000";"51784";"7";"Дом 9";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/58406/";"66,9";"";"10660000";"58406";"9";"Дом 3-1";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72287/";"63,6";"";"10660000";"72287";"4";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46735/";"110,7";"10670000";"12220000";"46735";"8";"Дом 8";"6";"17"
"Речной порт";"https://tyumen.brusnika.ru/flat/72181/";"58,7";"";"10670000";"72181";"10";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51762/";"104,3";"10680000";"12230000";"51762";"1";"Дом 9";"8";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/66678/";"91,3";"10680000";"12230000";"66678";"17";"Дом 3-1";"1";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60111/";"81";"10680000";"11800000";"60111";"2";"Дом у озера 3";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49056/";"84,8";"";"10690000";"49056";"3";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49052/";"84,7";"";"10690000";"49052";"4";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49059/";"84,8";"";"10700000";"49059";"4";"Дом 10";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54799/";"100,6";"10700000";"12580000";"54799";"2";"Дом 3-1";"3";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44353/";"63,1";"";"10700000";"44353";"2";"Дом у озера 2";"4";""
"Зарека";"https://tyumen.brusnika.ru/flat/67312/";"68,5";"";"10730000";"67312";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56987/";"80,1";"";"10760000";"56987";"17";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/66672/";"80,1";"";"10760000";"66672";"16";"Дом 3-1";"1";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72119/";"58,7";"";"10760000";"72119";"12";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72134/";"58,7";"";"10760000";"72134";"13";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72244/";"63,6";"";"10760000";"72244";"6";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/58304/";"63,5";"";"10770000";"58304";"23";"Дом 5-1";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/54975/";"73,2";"";"10780000";"54975";"3";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/54982/";"73,2";"";"10780000";"54982";"3";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56990/";"84,5";"";"10780000";"56990";"9";"Дом 3-1";"7";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/64950/";"47,4";"";"10790000";"64950";"16";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67318/";"68,5";"";"10790000";"67318";"6";"Дом 2-1";"7";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/65601/";"62,5";"";"10800000";"65601";"7";"Дом у озера 3";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48604/";"82,6";"";"10810000";"48604";"6";"Дом 10";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48605/";"80,4";"";"10810000";"48605";"7";"Дом 10";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67154/";"72,5";"";"10840000";"67154";"4";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67321/";"72,5";"";"10840000";"67321";"5";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67260/";"71,9";"";"10840000";"67260";"10";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52251/";"107,5";"10860000";"12420000";"52251";"1";"Дом 9";"4";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54928/";"73,2";"";"10860000";"54928";"5";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70039/";"73,2";"";"10860000";"70039";"4";"Дом 3-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70043/";"73,2";"";"10860000";"70043";"4";"Дом 3-1";"3";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72203/";"58,7";"";"10870000";"72203";"15";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72206/";"58,7";"";"10870000";"72206";"14";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67200/";"61,5";"";"10880000";"67200";"10";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67256/";"71,9";"";"10880000";"67256";"13";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67310/";"71,9";"";"10880000";"67310";"12";"Дом 2-1";"5";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/72263/";"59,3";"";"10880000";"72263";"3";"Дом 6-2";"2";"12"
"Зарека";"https://tyumen.brusnika.ru/flat/67255/";"72,5";"";"10890000";"67255";"9";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/64951/";"47,2";"";"10910000";"64951";"16";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/64952/";"47,2";"";"10910000";"64952";"16";"Дом 5-2";"1";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46564/";"94,1";"";"10910000";"46564";"1";"Дом 8";"2";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52249/";"107,1";"10920000";"12490000";"52249";"1";"Дом 9";"6";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60164/";"70,7";"10940000";"12190000";"60164";"5";"Дом у озера 3";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67292/";"80,7";"";"10940000";"67292";"2";"Дом 2-1";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67054/";"71,9";"";"10940000";"67054";"14";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48590/";"91,1";"";"10940000";"48590";"6";"Дом 10";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67175/";"80,7";"";"10950000";"67175";"3";"Дом 2-1";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52271/";"79,2";"";"10960000";"52271";"6";"Дом 9";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/59918/";"73,2";"";"10960000";"59918";"8";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/71889/";"73,2";"";"10960000";"71889";"6";"Дом 3-1";"8";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/59895/";"73,2";"";"10960000";"59895";"7";"Дом 3-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/70031/";"73,2";"";"10970000";"70031";"7";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/48149/";"82,8";"";"10970000";"48149";"14";"Дом 2";"3";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/54935/";"92";"10980000";"12340000";"54935";"8";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/54814/";"92";"10980000";"12340000";"54814";"6";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/56430/";"92";"10980000";"12340000";"56430";"7";"Дом 3-1";"1";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48603/";"80,4";"";"11010000";"48603";"7";"Дом 10";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67178/";"72,5";"";"11010000";"67178";"7";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67236/";"80,7";"";"11010000";"67236";"5";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67050/";"80,7";"";"11010000";"67050";"5";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48171/";"66,4";"";"11020000";"48171";"9";"Дом 2";"1";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54797/";"73";"";"11020000";"54797";"3";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54978/";"73";"";"11020000";"54978";"2";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/71888/";"73";"";"11020000";"71888";"4";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54829/";"67,5";"";"11040000";"54829";"9";"Дом 2";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67244/";"75,7";"";"11040000";"67244";"11";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/52917/";"73,6";"";"11050000";"52917";"3";"Дом 5-2";"1";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/56078/";"73";"";"11060000";"56078";"6";"Дом 3-1";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/58410/";"73";"";"11060000";"58410";"7";"Дом 3-1";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67336/";"65";"";"11060000";"67336";"8";"Дом 2-1";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72200/";"58,9";"";"11060000";"72200";"17";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/72221/";"59";"";"11060000";"72221";"6";"Дом 6-2";"2";"12"
"Республики 205";"https://tyumen.brusnika.ru/flat/48179/";"85,7";"";"11070000";"48179";"1";"Дом 2";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/54107/";"56,9";"";"11070000";"54107";"4";"Дом 4";"3";"10"
"Зарека";"https://tyumen.brusnika.ru/flat/67257/";"75,8";"";"11090000";"67257";"13";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/56988/";"84,3";"";"11100000";"56988";"2";"Дом 3-1";"6";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/63922/";"54,6";"";"11110000";"63922";"3";"Дом у озера 3";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67112/";"65";"";"11110000";"67112";"8";"Дом 2-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46650/";"79,7";"";"11130000";"46650";"7";"Дом 8";"4";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/71376/";"40,5";"";"11130000";"71376";"8";"Дом 4";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/71371/";"40,6";"";"11140000";"71371";"9";"Дом 4";"8";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71378/";"40,7";"";"11140000";"71378";"9";"Дом 4";"8";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/67015/";"75,8";"";"11140000";"67015";"15";"Дом 2-1";"5";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/64966/";"56,9";"";"11150000";"64966";"6";"Дом 4";"1";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72166/";"59";"";"11150000";"72166";"9";"Дом 6-2";"2";"12"
"Речной порт";"https://tyumen.brusnika.ru/flat/72194/";"59";"";"11150000";"72194";"8";"Дом 6-2";"2";"12"
"Республики 205";"https://tyumen.brusnika.ru/flat/54973/";"88,1";"";"11160000";"54973";"6";"Дом 3-1";"7";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46664/";"85,7";"";"11170000";"46664";"7";"Дом 8";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46595/";"86";"";"11170000";"46595";"7";"Дом 8";"3";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54938/";"88,3";"";"11180000";"54938";"3";"Дом 3-1";"5";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54804/";"88,4";"";"11190000";"54804";"3";"Дом 3-1";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/54115/";"57";"";"11200000";"54115";"6";"Дом 4";"3";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/56423/";"88,5";"";"11200000";"56423";"4";"Дом 3-1";"6";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/58415/";"57";"";"11200000";"58415";"7";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/56708/";"57";"";"11200000";"56708";"8";"Дом 4";"3";"10"
"Зарека";"https://tyumen.brusnika.ru/flat/67239/";"77,3";"";"11200000";"67239";"5";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54981/";"88,5";"";"11200000";"54981";"5";"Дом 3-1";"6";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52270/";"71,1";"";"11220000";"52270";"9";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56452/";"88,5";"";"11220000";"56452";"6";"Дом 3-1";"6";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46626/";"88";"";"11220000";"46626";"7";"Дом 8";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/70094/";"62,7";"";"11220000";"70094";"8";"Дом 5-2";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49020/";"91,3";"";"11230000";"49020";"2";"Дом 10";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51753/";"111";"11240000";"13260000";"51753";"6";"Дом 9";"6";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/37758/";"43,3";"";"11250000";"37758";"4";"Дом 7";"3";""
"Зарека";"https://tyumen.brusnika.ru/flat/54228/";"73,6";"";"11260000";"54228";"9";"Дом 5-2";"1";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/72155/";"62,4";"";"11260000";"72155";"2";"Дом 6-2";"2";"12"
"Зарека";"https://tyumen.brusnika.ru/flat/67226/";"65,2";"";"11270000";"67226";"2";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/69612/";"62,4";"";"11270000";"69612";"9";"Дом 5-2";"3";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/71338/";"71,6";"";"11270000";"71338";"6";"Дом 5-2";"6";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66337/";"63";"";"11300000";"66337";"6";"Дом у озера 3";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48569/";"89,2";"";"11320000";"48569";"1";"Дом 10";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51766/";"80,1";"";"11320000";"51766";"8";"Дом 9";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49028/";"91,1";"";"11320000";"49028";"2";"Дом 10";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/71370/";"40,7";"";"11320000";"71370";"10";"Дом 4";"7";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/48235/";"85,6";"";"11330000";"48235";"4";"Дом 2";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67095/";"77,3";"";"11360000";"67095";"7";"Дом 2-1";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49046/";"109,3";"11370000";"13570000";"49046";"6";"Дом 10";"6";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/65820/";"71,1";"";"11370000";"65820";"4";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/65829/";"71,4";"";"11370000";"65829";"4";"Дом 4";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67103/";"86";"";"11400000";"67103";"2";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/48201/";"108,8";"11410000";"13020000";"48201";"8";"Дом 2";"2";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67116/";"66,5";"";"11420000";"67116";"6";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56974/";"69,9";"";"11440000";"56974";"9";"Дом 2";"1";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48863/";"89,5";"";"11450000";"48863";"7";"Дом 10";"1";"7"
