"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56851/";"91,7";"17310000";"21640000";"56851"
"Республики 205";"https://tyumen.brusnika.ru/flat/56458/";"137,1";"17320000";"21650000";"56458"
"Зарека";"https://tyumen.brusnika.ru/flat/46838/";"158,3";"17320000";"23090000";"46838"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62910/";"110,1";"17350000";"20410000";"62910"
"Республики 205";"https://tyumen.brusnika.ru/flat/68681/";"138,4";"17380000";"21730000";"68681"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48879/";"144,7";"17420000";"21780000";"48879"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49018/";"144,7";"17420000";"21780000";"49018"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54225/";"116";"17420000";"21780000";"54225"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56291/";"116";"17420000";"21780000";"56291"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60094/";"115,8";"17430000";"20500000";"60094"
"Зарека";"https://tyumen.brusnika.ru/flat/67296/";"148,1";"17430000";"19150000";"67296"
"Речной порт";"https://tyumen.brusnika.ru/flat/37794/";"104,8";"17450000";"23270000";"37794"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60151/";"108,1";"17470000";"20550000";"60151"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56147/";"116";"17470000";"21840000";"56147"
"Республики 205";"https://tyumen.brusnika.ru/flat/48196/";"144,3";"17510000";"21890000";"48196"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/40132/";"143,8";"17600000";"23470000";"40132"
"Речной порт";"https://tyumen.brusnika.ru/flat/65628/";"143,1";"17640000";"22050000";"65628"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54666/";"92";"17650000";"20770000";"54666"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58251/";"112,2";"17670000";"20790000";"58251"
"Речной порт";"https://tyumen.brusnika.ru/flat/42911/";"102,1";"17690000";"23580000";"42911"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54712/";"112,4";"17710000";"20830000";"54712"
"Дом у озера";"https://tyumen.brusnika.ru/flat/59253/";"145";"17720000";"22150000";"59253"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49609/";"96,1";"17730000";"22160000";"49609"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54730/";"112,6";"17740000";"20870000";"54730"
"Речной порт";"https://tyumen.brusnika.ru/flat/67926/";"139,9";"17770000";"22210000";"67926"
"Речной порт";"https://tyumen.brusnika.ru/flat/58428/";"90,6";"17780000";"23700000";"58428"
"Речной порт";"https://tyumen.brusnika.ru/flat/37836/";"109,6";"17800000";"23730000";"37836"
"Речной порт";"https://tyumen.brusnika.ru/flat/50190/";"97,7";"17810000";"23740000";"50190"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54705/";"113,3";"17830000";"20980000";"54705"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44378/";"142";"17860000";"22330000";"44378"
"Зарека";"https://tyumen.brusnika.ru/flat/67102/";"128,2";"17980000";"19760000";"67102"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60091/";"130,3";"18050000";"21240000";"60091"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60153/";"112,2";"18050000";"21240000";"60153"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/57303/";"72,6";"18100000";"24800000";"57303"
"Речной порт";"https://tyumen.brusnika.ru/flat/67922/";"146,9";"18100000";"22620000";"67922"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50043/";"97,4";"18140000";"22680000";"50043"
"Речной порт";"https://tyumen.brusnika.ru/flat/37774/";"124,3";"18170000";"24220000";"37774"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/65948/";"73,5";"18180000";"24900000";"65948"
"Речной порт";"https://tyumen.brusnika.ru/flat/37756/";"134";"18180000";"24240000";"37756"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56842/";"117,4";"18190000";"22740000";"56842"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/43480/";"72,6";"18250000";"25000000";"43480"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/43486/";"72,3";"18250000";"25000000";"43486"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44356/";"135,1";"18260000";"22830000";"44356"
"Дом у озера";"https://tyumen.brusnika.ru/flat/59282/";"139,5";"18300000";"22880000";"59282"
"Зарека";"https://tyumen.brusnika.ru/flat/52939/";"157";"18350000";"22940000";"52939"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47950/";"143,5";"18370000";"22960000";"47950"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49638/";"96,1";"18380000";"22970000";"49638"
"Зарека";"https://tyumen.brusnika.ru/flat/67075/";"147,4";"18520000";"20350000";"67075"
"Зарека";"https://tyumen.brusnika.ru/flat/69614/";"158,9";"18700000";"23380000";"69614"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44307/";"144,3";"18730000";"23410000";"44307"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44359/";"153,6";"18750000";"23440000";"44359"
"Республики 205";"https://tyumen.brusnika.ru/flat/48269/";"145,3";"18860000";"23580000";"48269"
"Речной порт";"https://tyumen.brusnika.ru/flat/37780/";"141,8";"19070000";"25420000";"37780"
"Республики 205";"https://tyumen.brusnika.ru/flat/48232/";"146,9";"19090000";"23860000";"48232"
"Зарека";"https://tyumen.brusnika.ru/flat/67122/";"139,4";"19120000";"21010000";"67122"
"Зарека";"https://tyumen.brusnika.ru/flat/67187/";"139,6";"19150000";"21040000";"67187"
"Зарека";"https://tyumen.brusnika.ru/flat/67082/";"149,6";"19270000";"21180000";"67082"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56302/";"123,4";"19350000";"22770000";"56302"
"Речной порт";"https://tyumen.brusnika.ru/flat/66316/";"117,4";"19400000";"25860000";"66316"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/67014/";"55,2";"19570000";"21990000";"67014"
"Зарека";"https://tyumen.brusnika.ru/flat/69620/";"166,9";"19590000";"24490000";"69620"
"Речной порт";"https://tyumen.brusnika.ru/flat/67928/";"160,1";"19680000";"24600000";"67928"
"Республики 205";"https://tyumen.brusnika.ru/flat/48273/";"164,7";"19700000";"24630000";"48273"
"Республики 205";"https://tyumen.brusnika.ru/flat/48241/";"164,4";"19710000";"24640000";"48241"
"Речной порт";"https://tyumen.brusnika.ru/flat/54139/";"150,2";"19710000";"24640000";"54139"
"Речной порт";"https://tyumen.brusnika.ru/flat/42883/";"127,1";"19790000";"26390000";"42883"
"Речной порт";"https://tyumen.brusnika.ru/flat/67957/";"161,8";"19860000";"24830000";"67957"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49598/";"116";"19870000";"24840000";"49598"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/70403/";"127";"19910000";"23420000";"70403"
"Зарека";"https://tyumen.brusnika.ru/flat/65614/";"173,7";"19920000";"23440000";"65614"
"Речной порт";"https://tyumen.brusnika.ru/flat/58430/";"118";"19920000";"26560000";"58430"
"Зарека";"https://tyumen.brusnika.ru/flat/57175/";"173,7";"19930000";"23450000";"57175"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60149/";"131";"19940000";"23460000";"60149"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60129/";"149,4";"19990000";"23520000";"60129"
"Речной порт";"https://tyumen.brusnika.ru/flat/67954/";"164";"20100000";"25130000";"67954"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60112/";"150,7";"20150000";"23700000";"60112"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60105/";"152,2";"20330000";"23920000";"60105"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60135/";"135,8";"20380000";"23980000";"60135"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44352/";"168,2";"20460000";"25580000";"44352"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44362/";"168,2";"20460000";"25580000";"44362"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60126/";"140,7";"20500000";"24120000";"60126"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54667/";"131";"20500000";"24120000";"54667"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44388/";"169";"20550000";"25690000";"44388"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44341/";"169";"20550000";"25690000";"44341"
"Речной порт";"https://tyumen.brusnika.ru/flat/63593/";"112,9";"20630000";"27510000";"63593"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60128/";"154,7";"20660000";"24300000";"60128"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56285/";"139,1";"20760000";"25950000";"56285"
"Речной порт";"https://tyumen.brusnika.ru/flat/42882/";"139,1";"20800000";"27730000";"42882"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44297/";"169,9";"20860000";"26070000";"44297"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44402/";"169,9";"20860000";"26070000";"44402"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56301/";"133,5";"20880000";"24570000";"56301"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60093/";"156,8";"20900000";"24590000";"60093"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44324/";"170,7";"20940000";"26180000";"44324"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44328/";"170,7";"21100000";"26380000";"44328"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60082/";"159";"21180000";"24920000";"60082"
"Речной порт";"https://tyumen.brusnika.ru/flat/67933/";"174,1";"21300000";"26630000";"67933"
"Зарека";"https://tyumen.brusnika.ru/flat/51641/";"177,5";"21370000";"26710000";"51641"
"Речной порт";"https://tyumen.brusnika.ru/flat/67937/";"175";"21400000";"26750000";"67937"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54691/";"137,4";"21470000";"25260000";"54691"
"Речной порт";"https://tyumen.brusnika.ru/flat/67934/";"175,6";"21480000";"26850000";"67934"
"Республики 205";"https://tyumen.brusnika.ru/flat/48192/";"167,9";"21550000";"26940000";"48192"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60150/";"162,6";"21610000";"25420000";"60150"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44384/";"174,8";"21660000";"27070000";"44384"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60122/";"163,7";"21770000";"25610000";"60122"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54674/";"140,4";"21920000";"25790000";"54674"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60098/";"165,4";"21970000";"25850000";"60098"
"Речной порт";"https://tyumen.brusnika.ru/flat/37772/";"104,5";"22010000";"29350000";"37772"
"Речной порт";"https://tyumen.brusnika.ru/flat/49506/";"132,9";"22090000";"29450000";"49506"
"Республики 205";"https://tyumen.brusnika.ru/flat/56440/";"186,7";"22180000";"27730000";"56440"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60139/";"170,6";"22480000";"26450000";"60139"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60078/";"170,4";"22600000";"26590000";"60078"
"Зарека";"https://tyumen.brusnika.ru/flat/69619/";"193,5";"22850000";"28560000";"69619"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44383/";"188,7";"23010000";"28760000";"44383"
"Речной порт";"https://tyumen.brusnika.ru/flat/67930/";"185,1";"23080000";"28850000";"67930"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62476/";"151,6";"23610000";"27780000";"62476"
"Речной порт";"https://tyumen.brusnika.ru/flat/27646/";"122,8";"";"23650000";"27646"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/23245/";"85,1";"23800000";"26740000";"23245"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54688/";"153";"23830000";"28030000";"54688"
"Зарека";"https://tyumen.brusnika.ru/flat/67176/";"160,5";"24000000";"26370000";"67176"
"Речной порт";"https://tyumen.brusnika.ru/flat/54162/";"197,5";"24070000";"30090000";"54162"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54677/";"155,9";"24260000";"28540000";"54677"
"Речной порт";"https://tyumen.brusnika.ru/flat/42949/";"169,5";"24290000";"32380000";"42949"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60144/";"185,4";"24470000";"28790000";"60144"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60086/";"186";"24530000";"28860000";"60086"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54686/";"136";"24680000";"29040000";"54686"
"Речной порт";"https://tyumen.brusnika.ru/flat/61195/";"139,6";"25510000";"34010000";"61195"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44346/";"213,7";"25820000";"32280000";"44346"
"Речной порт";"https://tyumen.brusnika.ru/flat/44531/";"214,3";"26150000";"34860000";"44531"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49613/";"178,9";"26490000";"33110000";"49613"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50048/";"179,7";"26590000";"33240000";"50048"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54815/";"174,6";"27080000";"31860000";"54815"
"Речной порт";"https://tyumen.brusnika.ru/flat/66348/";"227,9";"27680000";"34600000";"66348"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54702/";"179,7";"27870000";"32790000";"54702"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60141/";"220,8";"28930000";"34040000";"60141"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60106/";"221";"28970000";"34080000";"60106"
"Речной порт";"https://tyumen.brusnika.ru/flat/49507/";"159,7";"29080000";"38770000";"49507"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60121/";"223";"29170000";"34320000";"60121"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60115/";"221,7";"29630000";"34860000";"60115"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56148/";"205,5";"30310000";"37890000";"56148"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58258/";"196,5";"30400000";"35760000";"58258"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56855/";"197,1";"30490000";"35870000";"56855"
"Речной порт";"https://tyumen.brusnika.ru/flat/58429/";"180,1";"31070000";"41420000";"58429"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54723/";"178,3";"32200000";"37880000";"54723"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49650/";"221,9";"32670000";"40840000";"49650"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56288/";"257,2";"37750000";"47190000";"56288"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/23219/";"226";"47760000";"54900000";"23219"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/26500/";"246,3";"54070000";"65150000";"26500"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/23234/";"253,2";"55490000";"66860000";"23234"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/23281/";"259,7";"55880000";"67320000";"23281"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/23282/";"310";"66140000";"79690000";"23282"
